state,district,ISI,RCS,ABS,mean_volume,cv,months_active,months_with_data,prop_5_17,prop_17_plus
Andhra Pradesh,Cuddapah,0.372,1.0,0.9107,18977.333333333332,0.3166581579748622,9,9,0.6740614534298227,0.3259385465701773
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,0.2602,1.0,0.9734,811.7777777777778,0.4326912239037253,9,9,0.5956747878456063,0.40432521215439365
Andhra Pradesh,East Godavari,0.5133,1.0,0.9057,33538.88888888889,0.31225804780026795,9,9,0.6788272320689084,0.3211727679310916
Andhra Pradesh,Eluru,0.2669,1.0,0.9987,914.4444444444445,0.44249885057461474,9,9,0.5210206561360875,0.4789793438639125
Andhra Pradesh,Guntur,0.5193,1.0,0.9399,32410.444444444445,0.3416732660080495,9,9,0.6433625648796342,0.3566374351203659
Andhra Pradesh,Hyderabad,0.2157,1.0,0.7619,11749.333333333334,0.17093476122770065,9,9,0.22093924950824634,0.7790607504917537
Andhra Pradesh,K.V.Rangareddy,0.2971,0.5556,0.7553,154.6,0.5071250362050713,5,5,0.21733505821474774,0.7826649417852523
Andhra Pradesh,K.v. Rangareddy,0.2993,0.6667,0.9965,67.33333333333333,0.5123798249264578,6,6,0.5346534653465347,0.46534653465346537
Andhra Pradesh,Kakinada,0.237,1.0,0.9645,1299.7777777777778,0.384571834358895,9,9,0.6104462301248077,0.38955376987519236
Andhra Pradesh,Karim Nagar,0.3199,1.0,0.7746,188.55555555555554,0.5455825928950486,9,9,0.2280494991160872,0.7719505008839128
Andhra Pradesh,Karimnagar,0.2356,1.0,0.8164,1903.0,0.3719574774891868,9,9,0.25328428796636887,0.7467157120336311
